studentno,studlastname,studmidname,studfirstname,studsuffixname,birthday,age,homeaddress
2008-16025,Cook,Stanley,Beverly,III,1/22/1992,24,21705 Maple Wood Crossing
2016-58099,Jackson,Morales,Pamela,I,6/20/1994,22,97 Dahle Street
2002-35697,Mitchell,Spencer,Tina,,10/4/1997,19,3414 Miller Lane
2003-55148,Peterson,Pierce,Betty,,1/29/1995,21,91 Nevada Crossing
2003-84663,White,Coleman,Peter,,3/24/1996,20,83147 Porter Point
2014-60065,Payne,Martin,Frank,III,4/21/1995,21,0747 Warner Center
2001-09465,Gonzalez,Morris,Heather,II,12/1/1992,24,71355 Esker Park
2008-51036,Diaz,Dunn,Emily,,1/30/1995,21,54 4th Terrace
2011-34598,Greene,Miller,Mark,,10/27/1996,20,190 Saint Paul Alley
2012-79655,Gibson,Hunt,Eric,,12/1/1991,25,5780 Ilene Place
2004-17725,Banks,,Lisa,,4/17/1992,24,1839 Comanche Hill
2006-23550,Powell,Powell,Randy,III,4/6/1997,19,9 Mendota Trail
2016-48267,Griffin,Tucker,Lillian,II,6/18/1996,20,90974 Debra Point
2012-38239,Brooks,Banks,Alice,,4/14/1995,21,814 Kensington Trail
2012-18194,Gonzalez,Thompson,Joshua,,2/3/1995,21,10 Stang Road
2003-34480,Meyer,,Jeremy,,7/29/1996,20,4818 Quincy Plaza
2011-29618,Cox,Reed,Annie,,11/24/1991,25,76 Muir Alley
2000-46526,Hill,Marshall,Ruth,,10/3/1996,20,8 Sugar Crossing
2007-24514,Jones,Diaz,Lawrence,,1/19/1995,21,6702 Oakridge Center
2014-32568,Fisher,,Chris,I,2/24/1998,18,2049 Nelson Trail
2010-57781,Carter,Frazier,Benjamin,,5/28/1995,21,3 Anthes Park
2014-21620,Hughes,Berry,Victor,,8/1/1995,21,39 Stoughton Plaza
2016-76399,Andrews,Mendoza,Samuel,,8/3/1994,22,269 Kingsford Point
2015-00560,Cole,Rodriguez,Cheryl,II,12/3/1993,23,12 Loomis Junction
2019-99001,Perkins,Murphy,Beverly,,6/12/1991,25,42 Iowa Parkway
2019-08879,Cook,King,Michael,,12/5/1994,22,49686 Pawling Lane
2002-39650,Fisher,Johnson,Karen,,10/5/1994,22,5 Anzinger Terrace
2007-18286,Payne,Jenkins,Henry,II,2/2/1992,24,7013 Mendota Pass
2006-67305,Kelly,Burton,Marie,,4/21/1994,22,0 School Crossing
2009-03149,Jordan,Russell,Roger,,5/30/1997,19,6452 Helena Street
2019-84028,Brooks,Rivera,Peter,,5/15/1996,20,92156 Alpine Court
2019-89999,Young,Carroll,Clarence,,8/11/1991,25,3045 Memorial Avenue
2003-81795,Walker,Carr,Juan,I,6/4/1997,19,3 Hallows Park
2019-66715,Willis,Nelson,Christina,,9/27/1996,20,7125 Pierstorff Road
2012-74265,Grant,Hill,Edward,,6/11/1991,25,7705 Kingsford Way
2018-82807,Peters,Jenkins,Karen,,5/2/1995,21,67807 Prairieview Terrace
2010-47120,Howard,White,Nicholas,Jr.,9/4/1990,26,8 Walton Center
2019-89328,Fox,Thomas,Melissa,,2/23/1995,21,8 Morningstar Park
2006-24159,Morris,Lee,Annie,,6/17/1997,19,1319 Starling Way
2003-55301,Hayes,Woods,Tammy,,9/18/1995,21,32983 Browning Avenue
2016-47741,Garcia,Kim,Eugene,,7/23/1996,20,9 Norway Maple Place
2001-17115,Montgomery,Wagner,Keith,,3/2/1994,22,35437 Forest Run Trail
2012-03440,Lee,Cox,Steve,I,8/21/1995,21,74294 Claremont Circle
2001-71646,Hart,,Edward,,7/30/1990,26,5 Talmadge Pass
2017-41109,Cooper,Walker,Lori,,4/4/1994,22,0804 Red Cloud Way
2011-46363,Hernandez,,Brandon,III,10/30/1996,20,21909 Pond Parkway
2011-81800,Collins,Brown,Juan,,11/3/1993,23,87 Kenwood Point
2017-39575,Gonzales,Perez,Roy,,4/26/1997,19,973 Namekagon Way
2012-63378,Greene,Burton,Kelly,II,4/3/1991,25,83 Dunning Road
2005-42909,Jordan,Larson,Nancy,,6/6/1997,19,3 Lerdahl Park
2008-73194,Matthews,Arnold,Mark,II,1/20/1996,20,892 Carberry Alley
2008-43323,Cox,Anderson,Helen,,6/23/1996,20,21090 Lyons Crossing
2013-10829,Hill,Castillo,Linda,,2/17/1990,26,6402 Norway Maple Road
2009-81817,Stewart,Martinez,Mark,,3/13/1993,23,7964 West Hill
2016-71447,Hicks,Peters,Lillian,,3/5/1995,21,5 Aberg Junction
2003-16866,Lee,,Jennifer,III,6/28/1993,23,7 Moulton Crossing
2017-67686,Wood,Barnes,Harry,III,9/10/1994,22,50 Arkansas Circle
2001-28515,Wells,Warren,George,,8/10/1995,21,1816 Summit Center
2008-40591,Watson,Bell,Matthew,,12/1/1990,26,3219 Hollow Ridge Road
2009-65756,Dean,Robertson,Timothy,,12/2/1997,19,581 Annamark Avenue
2017-16017,Walker,Austin,Roy,,10/26/1996,20,471 Macpherson Plaza
2011-25756,Ruiz,Walker,Harold,,2/21/1998,18,32875 Pierstorff Drive
2009-12905,Jordan,Larson,Susan,,8/11/1994,22,6 Graceland Alley
2005-48241,Reed,Fields,Mark,,6/7/1990,26,977 Miller Circle
2013-87269,Phillips,Carter,Joseph,III,8/24/1995,21,1 Mallory Junction
2009-36813,Davis,Green,Alice,III,3/13/1997,19,0 Bluejay Court
2015-87009,Crawford,Reid,Russell,,4/3/1997,19,7009 Wayridge Alley
2014-80202,Simmons,Morgan,David,,6/1/1991,25,66360 Warbler Avenue
2001-83284,Nichols,Day,Amy,,3/24/1993,23,21894 5th Place
2010-43636,Barnes,Riley,Henry,,8/31/1996,20,91 Ruskin Trail
2005-29085,Ross,Wheeler,Julia,II,6/4/1993,23,03 Bonner Pass
2013-03796,Kelly,Henry,Anna,,6/10/1994,22,35 Hoepker Park
2003-31992,Flores,Nelson,Keith,III,4/20/1991,25,526 Haas Court
2015-27198,Tucker,,Thomas,,9/12/1991,25,64981 Portage Court
2002-14404,Carpenter,Stephens,Diana,,10/13/1991,25,3969 Union Point
2010-17863,Stanley,Myers,Janet,,4/12/1991,25,391 Sunnyside Alley
2011-29605,Williams,,John,,9/30/1992,24,2050 6th Avenue
2011-15086,Lopez,,Rose,,8/8/1991,25,1 Transport Lane
2017-47536,Ramos,Larson,Stephanie,,10/15/1990,26,90843 Derek Drive
2009-86916,Wallace,Flores,Gloria,II,8/22/1997,19,87 Merrick Place
2007-03554,Cox,Bailey,David,III,4/25/1992,24,732 Westend Hill
2010-45449,Wells,Clark,Amy,Jr.,3/3/1993,23,01 Forest Dale Center
2016-40335,Dunn,Frazier,Jessica,,4/9/1991,25,4 Pawling Trail
2007-29516,Turner,Simmons,Donna,,2/13/1997,19,780 Helena Lane
2008-04611,Hunt,Cox,Dorothy,,3/21/1992,24,1 Pond Crossing
2018-42906,Gray,Murray,Alice,,10/22/1995,21,30214 Corry Street
2012-09736,Weaver,Smith,Ryan,,4/28/1990,26,783 Goodland Point
2010-48607,Coleman,Young,Heather,,12/19/1993,23,6492 Kinsman Avenue
2009-85032,Parker,Wagner,Judy,,2/15/1996,20,79822 Bartelt Point
2019-83313,Wheeler,Roberts,Philip,II,12/6/1997,19,7163 Thierer Hill
2019-99824,Howell,Hansen,Nancy,,1/11/1997,19,127 Meadow Ridge Place
2016-79774,Adams,Freeman,Frank,,5/23/1994,22,619 Killdeer Point
2009-28932,Wood,Morgan,Sharon,,3/7/1990,26,407 Hagan Terrace
2014-49978,Harrison,Nichols,Diana,,1/17/1992,24,643 Monica Junction
2012-15350,Price,Henry,Johnny,II,4/19/1991,25,64 Onsgard Lane
﻿studentno,studlastname,studmidname,studfirstname,studsuffixname,birthday,age,homeaddress
2011-79894,Brooks,Jenkins,Anne,,10/13/1993,23,2641 Sheridan Crossing
2018-19970,Riley,Wheeler,Janice,,7/3/1996,20,2 Prentice Street
2016-54931,Graham,Rose,Roger,I,4/10/1994,22,68 Quincy Drive
2000-22925,Bailey,,Katherine,,1/23/1993,23,2 Basil Road
2019-47493,Day,Bailey,Samuel,,2/28/1993,23,04162 Thompson Junction
2004-36647,Simpson,,Betty,,5/25/1996,20,54091 Moose Court
2008-09357,Dixon,Pierce,Tammy,,12/11/1994,22,75133 Main Hill
2012-15496,Nichols,Reed,Mildred,II,8/27/1994,22,48381 Dawn Hill
2019-74012,Vasquez,Murphy,Jonathan,,5/5/1991,25,58303 Corscot Place
2019-38488,Reyes,Anderson,Michael,,8/19/1993,23,46983 Oak Valley Place
2007-41276,Johnson,Berry,Donald,,7/31/1991,25,37211 Hooker Park
2007-83968,Gonzalez,Rice,Lawrence,,7/4/1993,23,257 Shopko Hill
2011-23532,Reed,Gilbert,Jane,III,9/27/1990,26,00308 Saint Paul Plaza
2007-29988,Garza,Wells,Shawn,III,7/3/1990,26,7177 4th Center
2001-76516,Williamson,Jacobs,Shawn,,11/23/1992,24,4 Mifflin Trail
2015-38307,Washington,Bailey,Gloria,III,3/11/1994,22,95330 Oak Valley Pass
2003-29607,George,,Ruby,,3/26/1994,22,0 Green Crossing
2016-04606,Ruiz,Vasquez,Jesse,,5/4/1993,23,92417 Glacier Hill Lane
2018-05155,Chavez,Weaver,Raymond,Sr.,1/26/1995,21,80 Mifflin Crossing
2019-03433,Mills,Dunn,Victor,II,7/14/1992,24,67835 Sloan Circle
2009-39125,Wilson,Wells,Victor,,11/3/1992,24,23 Helena Street
2019-09947,Welch,White,Annie,,2/21/1992,24,63 Crest Line Road
2009-94983,Powell,Watson,Bruce,III,10/19/1994,22,1 Delladonna Place
2006-17288,Murphy,,Timothy,,5/28/1995,21,50 Algoma Circle
2010-11104,Smith,Sims,Peter,,9/11/1994,22,35973 Artisan Circle
2016-42329,Burke,Johnson,Steven,,11/10/1996,20,98923 Pankratz Pass
2018-14983,Bennett,Flores,Lillian,,5/9/1997,19,5519 Reinke Drive
2001-07008,Gonzalez,Kelly,Donald,Jr.,1/15/1992,24,8 Colorado Park
2000-04703,Dean,,Nicole,III,3/21/1998,18,217 Sachs Avenue
2013-51976,Cruz,Hansen,Kathy,,4/23/1992,24,27 Manufacturers Way
2008-56964,Reed,Anderson,Susan,III,11/10/1991,25,747 Loftsgordon Center
2001-27106,Chavez,,Stephen,,12/28/1991,25,3820 Melby Road
2013-32571,Torres,Brown,Teresa,III,5/19/1994,22,40109 Merrick Alley
2008-23503,Ryan,Lane,Randy,,9/20/1993,23,2 Dottie Road
2017-80266,Oliver,Watkins,Jeffrey,III,3/8/1993,23,79 Sutherland Point
2009-55677,Morgan,Robertson,Stephanie,,2/14/1992,24,678 Surrey Court
2018-70786,Welch,Sullivan,Aaron,,3/27/1992,24,52 Village Point
2010-38210,Lewis,Ortiz,Larry,,3/5/1998,18,88 Scoville Junction
2008-55763,Russell,Harrison,Terry,,12/19/1997,19,88107 Scoville Avenue
2012-54313,Rogers,Jackson,Deborah,,11/23/1995,21,13890 Village Circle
2004-85076,Weaver,Ross,Keith,,7/22/1995,21,3628 3rd Park
2011-92815,Hansen,Ellis,James,,3/7/1990,26,62 Service Center
2008-82800,Hernandez,Adams,Billy,,7/5/1992,24,4648 Forster Point
2009-33506,Parker,Fields,Jason,,3/25/1993,23,6 Crest Line Point
2004-30062,Matthews,Larson,Anne,,3/10/1990,26,63040 Gateway Trail
2016-44516,Hicks,Patterson,Sara,,10/27/1993,23,658 Stone Corner Trail
2006-28165,Porter,Bowman,Tammy,II,11/28/1996,20,7 Sutherland Terrace
2006-58550,Mitchell,Graham,Mark,,11/15/1997,19,1806 Eliot Junction
2017-57086,Burke,Morrison,Evelyn,II,10/17/1990,26,3067 Sutherland Pass
2005-17014,Young,Hanson,Christina,,2/10/1995,21,5373 Miller Road
2008-36944,Castillo,Marshall,Stephanie,,3/1/1991,25,67519 Blue Bill Park Point
2002-67900,Black,Graham,Linda,,6/7/1995,21,575 Rigney Street
2008-10816,Murphy,Hall,Barbara,,9/14/1990,26,2 Onsgard Drive
2006-76869,Gutierrez,Lawson,Joe,,9/19/1992,24,6 Roth Pass
2008-13426,Cruz,Morris,Gregory,,9/9/1996,20,342 Nelson Plaza
2002-21921,Morgan,Rose,Jack,,4/12/1997,19,6532 Carberry Way
2014-56496,Johnson,Perkins,Irene,Sr.,3/23/1995,21,6 Kennedy Parkway
2002-80077,Gonzales,Ward,Joshua,,6/11/1994,22,11 Menomonie Hill
2014-29264,Evans,Hunt,Charles,I,3/25/1995,21,81323 Marquette Drive
2004-27418,Smith,Castillo,Mildred,,5/11/1997,19,12 Eggendart Drive
2003-04241,Austin,Evans,Antonio,III,2/9/1993,23,17487 Troy Way
2008-50670,Gordon,Hunter,Stephanie,,6/5/1996,20,9 Parkside Hill
2005-54266,Cox,Powell,Brandon,,6/27/1990,26,1368 Talmadge Circle
2013-42228,Henderson,Stanley,Paul,I,11/30/1993,23,5 Red Cloud Lane
2018-15163,Miller,Hunt,Kathryn,,5/30/1994,22,513 Towne Crossing
2008-05375,Johnson,Young,Terry,,7/23/1994,22,4238 Pankratz Parkway
2004-53203,Ortiz,Phillips,Richard,,8/20/1991,25,393 Stoughton Alley
2000-90055,Gray,Howard,Joseph,,6/22/1997,19,2 Derek Court
2000-98026,Mitchell,Coleman,Arthur,,5/20/1996,20,658 Melby Place
2015-58174,Johnson,Coleman,Victor,II,1/6/1998,18,83 Schurz Hill
2012-10667,Gonzalez,Palmer,Cynthia,Sr.,7/16/1995,21,32 Center Parkway
2004-97969,Sanchez,Morris,Ernest,III,12/12/1990,26,3149 Bunker Hill Plaza
2017-12805,Armstrong,Foster,Brandon,III,3/21/1991,25,0 Mendota Parkway
2017-53123,Welch,Jenkins,Roy,III,9/17/1995,21,5014 Vidon Road
2007-94803,Ramos,Ramirez,Charles,,10/9/1990,26,3 Monica Park
2004-71449,Ellis,,Roger,,6/27/1995,21,0837 Buell Junction
2009-13428,Franklin,Fox,Amy,,6/4/1993,23,83 Brown Place
2011-14402,Williamson,Wheeler,Lisa,,3/10/1997,19,61554 Cambridge Road
2016-76350,Gibson,Garza,Jimmy,,3/5/1992,24,928 Briar Crest Lane
2012-39101,Butler,Edwards,Frances,II,4/28/1992,24,511 Pennsylvania Hill
2006-08415,Jones,Adams,Matthew,,12/4/1997,19,68343 Charing Cross Place
2015-78618,Mason,,Jeremy,,5/10/1997,19,92218 Iowa Center
2018-87035,Williamson,,Jeffrey,,10/28/1992,24,49 Service Court
2011-29338,Williamson,Mendoza,Phyllis,III,8/17/1997,19,64 Sundown Terrace
2019-95714,Watson,Wood,Anna,,2/22/1994,22,0 Eggendart Avenue
2015-67004,Phillips,Hudson,Ann,,11/29/1996,20,355 Blue Bill Park Way
2006-98134,Fowler,Wells,Kathryn,,3/11/1993,23,90149 Melody Junction
2005-85773,Mitchell,Edwards,Linda,,10/29/1990,26,372 Spohn Hill
2009-31694,Foster,Carr,Angela,II,10/13/1997,19,167 Fairview Trail
2003-06601,Oliver,Carr,Doris,II,11/24/1992,24,53743 Grayhawk Alley
2015-87044,Stewart,Ortiz,Dennis,Jr.,8/19/1991,25,04643 Harbort Hill
2017-63936,Bowman,Lopez,Lisa,,9/10/1991,25,129 Meadow Ridge Place
2015-82126,Wood,Harvey,Norma,,11/21/1995,21,31147 American Plaza
2006-97995,Ward,Nelson,Doris,III,3/13/1998,18,6347 Mesta Alley
2006-94975,Frazier,Payne,Lois,III,7/27/1991,25,35129 High Crossing Point
2002-89721,Sims,Spencer,Stephen,,11/17/1995,21,4 Sycamore Place
2013-55974,Ford,Carter,Alice,III,4/14/1994,22,0185 Waubesa Crossing
2003-49427,Chavez,Price,Doris,III,1/22/1994,22,943 School Drive
2006-36452,Bradley,Williamson,Anthony,,11/24/1992,24,5 Algoma Avenue
2008-96132,Carroll,Collins,Christine,,10/13/1993,23,9 Garrison Trail
2015-45147,Cook,Welch,Brenda,,7/1/1992,24,2 Gina Hill
2007-96721,Turner,Fernandez,Martin,,3/14/1990,26,398 Blackbird Junction
2003-53286,Fernandez,Fernandez,Diana,,11/6/1993,23,95 7th Trail
2018-76935,Wells,Banks,Lisa,III,12/19/1996,20,7389 Comanche Point
2019-67438,Mason,,Rachel,,3/1/1997,19,11641 Burning Wood Avenue
2015-47297,Freeman,Bryant,Carlos,Sr.,7/25/1994,22,16 Pleasure Junction
2018-76841,Woods,Johnston,Ashley,I,8/29/1990,26,36115 Hanson Circle
2008-50450,Harper,Stephens,Theresa,,5/10/1997,19,03 Spenser Road
2012-86929,Welch,Sullivan,Joyce,Jr.,2/4/1994,22,63356 Bartelt Plaza
2011-60026,Griffin,,Tammy,III,7/4/1990,26,8 Main Terrace
2001-46515,Morgan,Ferguson,Kelly,,11/27/1990,26,98 Harbort Junction
2010-53721,Hunt,,Billy,III,5/14/1991,25,84926 Monterey Trail
2010-05190,Richards,Patterson,Johnny,Jr.,4/22/1998,18,16 Lien Place
2007-66644,Smith,Burns,Craig,III,4/5/1998,18,61545 Blackbird Lane
2003-57336,Hill,Moore,Chris,III,11/4/1994,22,80 Monterey Crossing
2014-11924,Mason,Gibson,Marie,,4/20/1991,25,8 Maryland Circle
2008-74142,Young,,David,,12/28/1995,21,20422 Twin Pines Center
2000-77915,Watson,Jenkins,Rachel,Sr.,1/31/1998,18,6 Elka Drive
2013-00919,Turner,Rose,Kathleen,Jr.,4/25/1997,19,6442 Westerfield Court
2019-15885,Ray,Lane,Nancy,II,11/20/1996,20,6 Sloan Avenue
2017-64462,Harper,Stewart,Brenda,,10/23/1995,21,140 Warner Drive
2002-37787,Lane,Marshall,Daniel,,3/12/1993,23,7949 Spenser Park
2015-48791,Jones,Henry,Alice,,9/15/1995,21,46 Packers Avenue
2005-64959,Davis,Jackson,Elizabeth,,11/25/1991,25,072 Moulton Avenue
2003-07054,Howell,Hunt,Evelyn,,4/24/1994,22,159 Messerschmidt Street
2006-15142,Lynch,Mcdonald,Margaret,III,12/12/1994,22,98926 School Circle
2017-10076,Stevens,Bishop,Laura,,3/11/1992,24,394 Golden Leaf Parkway
2002-91014,Morris,Hunt,Gary,,8/29/1997,19,534 Little Fleur Center
2013-09043,Hill,Hansen,Joe,,4/22/1998,18,9 Hoard Street
2005-30589,Payne,Taylor,Adam,III,9/30/1993,23,6816 Duke Street
2019-20602,Pierce,Ortiz,Antonio,II,3/16/1991,25,20522 2nd Place
2009-05571,Simmons,Gomez,Nancy,III,11/22/1995,21,734 Meadow Valley Way
2001-80976,Flores,Diaz,Benjamin,,8/15/1990,26,13716 Twin Pines Point
2018-13967,Elliott,Jacobs,Kelly,,2/7/1995,21,4397 Mccormick Place
2011-22047,Long,Ortiz,Kathy,,7/11/1995,21,58727 Helena Plaza
2004-34503,Watkins,Sanchez,Donna,II,4/9/1991,25,90487 Warner Center
2008-14943,Gibson,Gibson,Carolyn,,6/10/1997,19,98944 Rieder Junction
2015-95685,Warren,Holmes,Louise,III,10/20/1997,19,7 Scoville Lane
2012-24478,Moreno,Ross,Juan,,1/4/1992,24,9 Mariners Cove Parkway
2018-54442,Mitchell,West,Ruby,,2/24/1991,25,8215 Springs Point
2009-04139,Young,James,Charles,,8/17/1996,20,81670 Springs Avenue
2012-52998,Fowler,Griffin,Steve,,8/1/1991,25,8916 South Place
2005-50573,Hughes,Banks,Jose,,4/25/1994,22,6 Burrows Terrace
2001-03030,Stone,Crawford,Shirley,,4/28/1998,18,30 Rowland Way
2009-55255,Peters,Hart,Earl,,1/15/1990,26,1 Reindahl Alley
2004-55039,Wagner,Baker,Eric,,2/18/1990,26,82142 Carioca Place
2005-01978,Hansen,Perkins,Andrea,,2/26/1997,19,50 Longview Pass
2019-39252,Armstrong,Bowman,Diana,,11/19/1992,24,5 Hoard Parkway
2013-12377,Scott,Lynch,Theresa,,9/3/1997,19,39128 Maple Wood Center
2010-65250,Wright,,Julie,,2/22/1997,19,070 Corben Hill
2004-15283,Simmons,,Jennifer,,5/11/1993,23,33138 Manufacturers Point
2008-27341,Arnold,Vasquez,Terry,III,6/27/1991,25,7 Corry Pass
2019-05025,Burke,,Douglas,III,11/24/1994,22,70542 Riverside Point
2001-09373,Davis,Oliver,Melissa,,2/12/1997,19,43 Miller Point
2001-55438,Barnes,Butler,Diana,,10/28/1991,25,255 Grasskamp Circle
2010-61109,Brown,Sanders,Kathleen,,10/3/1991,25,90 Lawn Junction
2011-22164,Franklin,Nichols,Judy,III,3/20/1994,22,16224 Mayfield Center
2017-41038,Phillips,Woods,Gregory,,2/4/1991,25,93574 Dixon Court
2007-16554,Fuller,Myers,Richard,III,6/19/1992,24,2896 Marquette Lane
2002-99009,Woods,Kelly,Ruby,,1/1/1990,26,9 Muir Circle
2005-98593,Ryan,Arnold,Rose,III,10/22/1994,22,99 Lakewood Gardens Terrace
2014-87460,Morris,Franklin,Carolyn,,10/11/1990,26,1 Stoughton Point
2001-00995,Roberts,Olson,Billy,II,3/24/1995,21,2804 Anthes Trail
2001-11111,Lynch,Henry,Roy,Sr.,4/25/1990,26,95692 Fieldstone Pass
2007-21189,Bailey,,Frances,,10/22/1991,25,1831 Dexter Place
2018-07865,Roberts,Nichols,Philip,III,12/19/1996,20,17924 Fallview Place
2012-30349,Woods,Mills,Henry,,8/29/1992,24,454 Starling Road
2012-59471,Baker,Hughes,Anthony,,4/14/1997,19,62 Stoughton Pass
2004-58529,Elliott,Moore,Emily,Jr.,8/16/1990,26,5 Schurz Circle
2008-91893,Cooper,Lawson,Ruth,II,9/21/1991,25,599 Hooker Lane
2014-29341,Castillo,Collins,Christine,III,7/1/1994,22,35230 Meadow Vale Parkway
2000-20645,Chavez,,Jeremy,Jr.,6/26/1996,20,1 Truax Junction
2004-88727,Riley,Henderson,Ruth,,1/1/1998,18,9500 Parkside Pass
2002-13399,Sims,Carr,Nicholas,,10/15/1995,21,401 Shoshone Trail
2005-28088,Fernandez,Dixon,Harry,,11/8/1990,26,381 Maryland Lane
2015-80579,Carpenter,Richards,Theresa,,3/18/1998,18,64 Lien Court
2017-91395,Fuller,Martin,Lori,,11/21/1990,26,67868 Rieder Hill
2013-97676,Grant,Hicks,Jimmy,,7/18/1997,19,8 Algoma Alley
2008-32454,Martin,,Donna,,3/10/1990,26,215 Mitchell Parkway
2008-86322,George,Daniels,Steve,,6/16/1992,24,35 Memorial Court
2002-88874,Boyd,Day,Margaret,I,4/19/1997,19,27 Menomonie Lane
2017-36580,Wilson,Olson,Matthew,,9/21/1991,25,4178 Rowland Lane
2005-09569,Martin,Morrison,David,Jr.,8/22/1995,21,4 Hermina Plaza
2015-30177,Perkins,Jones,Gloria,,9/3/1990,26,3490 Riverside Drive
2004-54567,Gordon,Black,Philip,,2/22/1992,24,9 Longview Circle
2014-18906,Brooks,Gibson,Dennis,I,4/13/1992,24,40705 Evergreen Place
2012-22205,Frazier,Kelly,Teresa,,12/31/1997,19,7856 Mcguire Crossing
2019-08830,Russell,Lynch,Helen,,6/17/1991,25,3 Londonderry Center
2004-19030,Sanders,Hayes,Justin,,8/23/1990,26,925 Glacier Hill Court
2018-01102,Hicks,Garrett,Jennifer,,2/11/1996,20,3 Carioca Alley
2004-74307,Weaver,,Dennis,,12/25/1990,26,6 Crownhardt Terrace
2017-91500,Burton,Hall,Jonathan,,11/14/1996,20,5497 Forster Lane
2018-80230,Fernandez,Weaver,Shirley,,9/2/1991,25,9537 Emmet Crossing
2003-71129,Brown,Howell,Jacqueline,,3/31/1991,25,56 Prairieview Terrace
2001-75294,Romero,Knight,Susan,,4/14/1998,18,742 Gina Road
2015-68552,Castillo,Payne,Martha,,9/9/1995,21,0 Delaware Pass
2002-30931,Payne,Castillo,Jason,,12/28/1996,20,7595 Caliangt Park
2004-96213,Bishop,Gilbert,Melissa,,5/12/1992,24,9 David Trail
2015-12211,Harris,Williamson,Steven,,5/3/1998,18,352 La Follette Avenue
2005-26666,Greene,Burns,Andrew,III,6/22/1996,20,5671 Coolidge Hill
2019-24223,Harper,Day,Margaret,III,7/21/1992,24,75677 Daystar Trail
2002-79311,White,Gardner,Bonnie,,12/31/1993,23,361 Vermont Plaza
2006-94529,Harris,Freeman,Jerry,,3/16/1992,24,5745 Debra Hill
2009-74267,Armstrong,,Jacqueline,II,1/18/1995,21,568 Pierstorff Point
2005-52156,White,Ortiz,Anna,,7/22/1990,26,85 Forest Dale Way
2002-94896,Black,Freeman,Juan,,1/13/1990,26,40 Basil Street
2001-45175,Watson,Torres,Annie,,4/8/1990,26,9 Sachs Park
2008-00991,Thomas,Williams,Alice,,2/7/1990,26,42432 Troy Center
2017-65371,Baker,Lynch,Gerald,III,10/29/1995,21,9788 Onsgard Parkway
2000-67601,Murphy,West,Arthur,,10/4/1992,24,69 Merrick Hill
2007-00519,Kelley,Morgan,George,III,12/28/1994,22,5 Spohn Terrace
2001-67086,Lawson,,Walter,,2/25/1990,26,82 Crescent Oaks Hill
2005-74804,King,Evans,Lois,Sr.,3/20/1990,26,4532 Meadow Vale Parkway
2003-35687,Wells,Ramirez,Sean,,10/31/1995,21,0 Beilfuss Court
2003-72118,Hernandez,,Rose,,5/24/1995,21,54 Birchwood Terrace
2007-13205,Murray,Mason,Edward,,6/2/1993,23,92 Hallows Junction
2013-11735,Romero,Evans,Steven,III,7/4/1994,22,3 Riverside Way
2012-15043,Rice,Torres,Donna,III,4/25/1992,24,19550 Sommers Drive
2000-44489,Matthews,Willis,Andrew,,4/30/1998,18,64995 Columbus Plaza
2015-38305,Campbell,Lewis,Antonio,II,11/12/1997,19,67 Nelson Parkway
2016-87619,Williamson,Berry,Philip,,4/4/1996,20,8481 Anderson Center
2012-41701,Lynch,Richardson,Carl,Sr.,10/1/1996,20,6943 Toban Avenue
2006-48280,Watson,Coleman,Lois,,6/14/1991,25,8 Northfield Point
2016-41868,Harris,Ortiz,Jack,,1/27/1992,24,01 Briar Crest Plaza
2011-47895,Fowler,Kelley,Thomas,II,1/21/1995,21,092 Northview Plaza
2007-69006,Roberts,Berry,Randy,,3/7/1998,18,730 Erie Road
2016-57965,Duncan,Stanley,Lillian,,7/10/1993,23,0 Annamark Avenue
2006-02377,Hansen,Andrews,Kelly,,7/10/1993,23,3 Village Drive
2005-65361,Simmons,Griffin,Adam,III,5/26/1991,25,14 Canary Park
2001-93835,Washington,Mendoza,Jason,,5/23/1991,25,808 Maywood Road
2005-68933,Robinson,Sims,Laura,,9/18/1994,22,7510 Center Crossing
2017-81992,Peterson,Wood,Lori,,4/1/1992,24,441 Forster Plaza
2017-88151,Kim,Williamson,Larry,II,11/13/1995,21,8 Kim Plaza
2008-54248,Thomas,Palmer,Juan,,6/24/1995,21,62 Norway Maple Alley
2006-56821,Daniels,,Lori,,3/6/1992,24,2637 Pawling Crossing
2014-96516,Riley,Campbell,Denise,,8/15/1996,20,06383 Straubel Road
2005-01310,Mendoza,,Andrew,,11/17/1995,21,19 Jenna Pass
2008-24726,Fox,Peterson,Shirley,,2/26/1990,26,36328 Artisan Point
2013-90380,Torres,King,Keith,II,10/16/1996,20,57725 Blaine Road
2019-04275,Lane,West,Peter,III,2/7/1996,20,90774 Thompson Trail
2004-56221,Fox,Scott,Juan,I,4/16/1995,21,02407 Del Sol Center
2009-03676,Hart,,Diane,,5/6/1990,26,62 Novick Hill
2013-58932,Cole,Rose,Dennis,,4/5/1991,25,64540 Meadow Vale Road
2007-74290,Gibson,,Johnny,III,1/26/1993,23,5 Moose Point
2007-08646,Powell,Moreno,David,,10/29/1997,19,8 Carpenter Junction
2010-81250,Daniels,Hunter,Jose,,11/8/1997,19,5 Utah Point
2008-67529,Daniels,Daniels,Bruce,,8/1/1992,24,983 Kensington Plaza
2007-24240,Reed,Peterson,Bruce,,6/28/1993,23,64 Eastlawn Crossing
2016-65054,Perry,Gibson,Linda,III,3/5/1994,22,10197 Glendale Lane
2010-15589,Perez,Martin,Stephen,,12/8/1993,23,8000 Loftsgordon Alley
